school_code,school_name,municipality,lat,lon,primary_station,primary_distance_m,primary_lines,source,access_stations,access_lines
401010,一橋,千代田区,35.695004,139.781219,馬喰町,213,東日本旅客鉄道 総武線,算出,馬喰町(213m);馬喰横山(357m);浅草橋(474m);東日本橋(487m);岩本町(539m);小伝馬町(560m);秋葉原(754m);新日本橋(923m);浜町(947m);神田(977m);人形町(986m);三越前(1218m);末広町(1220m);淡路町(1243m);両国(1288m);小川町(1307m);新御徒町(1330m);仲御徒町(1373m);水天宮前(1376m);蔵前(1409m);新御茶ノ水(1440m);御徒町(1477m);日本橋(1575m);御茶ノ水(1577m);上野広小路(1586m);上野御徒町(1626m);湯島(1657m);茅場町(1705m);森下(1710m);稲荷町(1825m);大手町(1837m);田原町(1851m);上野(1989m),東日本旅客鉄道 総武線;東京都 10号線新宿線;東京都 1号線浅草線;東京地下鉄 2号線日比谷線;首都圏新都市鉄道 常磐新線;東日本旅客鉄道 東北線;東京地下鉄 3号線銀座線;東日本旅客鉄道 中央線;東京地下鉄 11号線半蔵門線;東京地下鉄 4号線丸ノ内線;東京都 12号線大江戸線;東京地下鉄 9号線千代田線;東京地下鉄 5号線東西線;東京都 6号線三田線;京成電鉄 本線;東日本旅客鉄道 東北新幹線
401020,日比谷,千代田区,35.676144,139.740509,永田町,234,東京地下鉄 7号線南北線;東京地下鉄 8号線有楽町線;東京地下鉄 11号線半蔵門線,算出,永田町(234m);赤坂見附(294m);国会議事堂前(398m);溜池山王(445m);赤坂(580m);麹町(1002m);桜田門(1031m);半蔵門(1033m);霞ヶ関(1063m);虎ノ門(1094m);虎ノ門ヒルズ(1180m);六本木一丁目(1239m);四ツ谷(1388m);青山一丁目(1530m);内幸町(1545m);神谷町(1551m);六本木(1644m);乃木坂(1672m);日比谷(1754m);信濃町(1786m);市ヶ谷(1810m);御成門(1956m);二重橋前(1982m);新橋(1989m),東京地下鉄 7号線南北線;東京地下鉄 8号線有楽町線;東京地下鉄 11号線半蔵門線;東京地下鉄 3号線銀座線;東京地下鉄 4号線丸ノ内線;東京地下鉄 9号線千代田線;東京地下鉄 2号線日比谷線;東日本旅客鉄道 中央線;東京都 12号線大江戸線;東京都 6号線三田線;東京都 10号線新宿線;ゆりかもめ 東京臨海新交通臨海線;東京都 1号線浅草線;東日本旅客鉄道 東海道線
401040,三田,港区,35.653156,139.742737,赤羽橋,241,東京都 12号線大江戸線,算出,赤羽橋(241m);麻布十番(622m);芝公園(638m);三田(811m);田町(935m);神谷町(1068m);御成門(1175m);大門(1193m);モノレール浜松町(1291m);浜松町(1324m);白金高輪(1350m);六本木一丁目(1370m);日の出(1546m);六本木(1546m);虎ノ門ヒルズ(1640m);泉岳寺(1693m);竹芝(1745m);芝浦ふ頭(1830m);広尾(1862m);高輪ゲートウェイ(1986m),東京都 12号線大江戸線;東京地下鉄 7号線南北線;東京都 6号線三田線;東京都 1号線浅草線;東日本旅客鉄道 東海道線;東京地下鉄 2号線日比谷線;東京モノレール 東京モノレール羽田空港線;ゆりかもめ 東京臨海新交通臨海線;京浜急行電鉄 本線
401210,大崎,品川区,35.609982,139.720352,戸越公園,212,東急電鉄 大井町線,算出,戸越公園(212m);下神明(557m);戸越(611m);荏原中延(752m);戸越銀座(827m);中延(829m);西大井(921m);大崎(1300m);大井町(1307m);荏原町(1346m);大崎広小路(1382m);旗の台(1683m);馬込(1698m);五反田(1820m);不動前(1836m);武蔵小山(1852m),東急電鉄 大井町線;東京都 1号線浅草線;東急電鉄 池上線;東日本旅客鉄道 東海道線;東京臨海高速鉄道 臨海副都心線;東日本旅客鉄道 山手線;東急電鉄 目黒線
401220,八潮,品川区,35.611317,139.746445,品川シーサイド,347,東京臨海高速鉄道 臨海副都心線,算出,品川シーサイド(347m);青物横丁(381m);新馬場(744m);鮫洲(783m);大井町(1168m);天王洲アイル(1233m);北品川(1394m);立会川(1578m);大井競馬場前(1812m);下神明(1843m);大崎(1913m),東京臨海高速鉄道 臨海副都心線;京浜急行電鉄 本線;東急電鉄 大井町線;東日本旅客鉄道 東海道線;東京モノレール 東京モノレール羽田空港線;東日本旅客鉄道 山手線
401230,小山台,品川区,35.62146,139.702896,武蔵小山,177,東急電鉄 目黒線,算出,武蔵小山(177m);西小山(769m);不動前(1026m);戸越銀座(1251m);戸越(1448m);洗足(1493m);荏原中延(1528m);目黒(1703m);大崎広小路(1761m);学芸大学(1791m);旗の台(1827m);北千束(1899m);五反田(1974m);戸越公園(1976m),東急電鉄 目黒線;東急電鉄 池上線;東京都 1号線浅草線;東京都 6号線三田線;東日本旅客鉄道 山手線;東京地下鉄 7号線南北線;東急電鉄 東横線;東急電鉄 大井町線
401240,雪谷,大田区,35.586651,139.689041,御嶽山,621,東急電鉄 池上線,算出,御嶽山(621m);久が原(856m);雪が谷大塚(928m);石川台(1190m);洗足池(1458m);鵜の木(1469m);沼部(1508m);千鳥町(1533m);西馬込(1564m);下丸子(1734m);多摩川(1863m);長原(1911m),東急電鉄 池上線;東急電鉄 東急多摩川線;東京都 1号線浅草線;東急電鉄 東横線
401250,大森,大田区,35.571102,139.710236,池上,675,東急電鉄 池上線,算出,池上(675m);蓮沼(808m);蒲田(1107m);矢口渡(1314m);京急蒲田(1649m);武蔵新田(1653m);梅屋敷(1692m);千鳥町(1715m);西馬込(1836m);大森町(1975m),東急電鉄 池上線;東急電鉄 東急多摩川線;東日本旅客鉄道 東海道線;京浜急行電鉄 空港線;京浜急行電鉄 本線;東京都 1号線浅草線
401260,田園調布,大田区,35.583145,139.677216,沼部,373,東急電鉄 東急多摩川線,算出,沼部(373m);御嶽山(521m);久が原(868m);鵜の木(914m);雪が谷大塚(1042m);多摩川(1042m);新丸子(1413m);下丸子(1512m);向河原(1514m);武蔵小杉(1647m);石川台(1683m);千鳥町(1710m);田園調布(1811m),東急電鉄 東急多摩川線;東急電鉄 池上線;東急電鉄 東横線;東日本旅客鉄道 南武線;東日本旅客鉄道 東海道線;東急電鉄 目黒線
401290,蒲田,大田区,35.5574,139.715515,蒲田,509,東急電鉄 池上線;東急電鉄 東急多摩川線;東日本旅客鉄道 東海道線,算出,蒲田(509m);雑色(849m);京急蒲田(930m);蓮沼(961m);糀谷(1315m);矢口渡(1483m);梅屋敷(1549m);池上(1982m),東急電鉄 池上線;東急電鉄 東急多摩川線;東日本旅客鉄道 東海道線;京浜急行電鉄 本線;京浜急行電鉄 空港線
401410,つばさ総合,大田区,35.547405,139.740143,大鳥居,547,京浜急行電鉄 空港線,算出,大鳥居(547m);穴守稲荷(678m);大師橋(1201m);糀谷(1235m);天空橋(1312m);東門前(1313m);整備場(1470m);小島新田(1570m);川崎大師(1820m),京浜急行電鉄 空港線;京浜急行電鉄 大師線;東京モノレール 東京モノレール羽田空港線
401420,六本木,港区,35.65807,139.730743,麻布十番,592,東京地下鉄 7号線南北線;東京都 12号線大江戸線,算出,麻布十番(592m);六本木(598m);乃木坂(1032m);広尾(1042m);六本木一丁目(1072m);赤羽橋(1263m);神谷町(1361m);赤坂(1644m);白金高輪(1690m);青山一丁目(1752m);芝公園(1785m);外苑前(1798m);虎ノ門ヒルズ(1851m);溜池山王(1855m);表参道(1866m);御成門(1902m),東京地下鉄 7号線南北線;東京都 12号線大江戸線;東京地下鉄 2号線日比谷線;東京地下鉄 9号線千代田線;東京都 6号線三田線;東京地下鉄 3号線銀座線;東京地下鉄 11号線半蔵門線
401510,六郷工科,大田区,35.548386,139.715073,雑色,154,京浜急行電鉄 本線,算出,雑色(154m);六郷土手(1107m);糀谷(1476m);港町(1498m);蒲田(1510m);鈴木町(1532m);京急蒲田(1701m);川崎大師(1716m);蓮沼(1828m),京浜急行電鉄 本線;京浜急行電鉄 空港線;京浜急行電鉄 大師線;東急電鉄 池上線;東急電鉄 東急多摩川線;東日本旅客鉄道 東海道線
401520,美原,大田区,35.57774,139.740524,平和島,516,京浜急行電鉄 本線,算出,平和島(516m);流通センター(885m);大森町(966m);昭和島(1158m);大森海岸(1174m);梅屋敷(1653m);大森(1669m),京浜急行電鉄 本線;東京モノレール 東京モノレール羽田空港線;東日本旅客鉄道 東海道線
401610,芝商業,港区,35.656395,139.760773,竹芝,282,ゆりかもめ 東京臨海新交通臨海線,算出,竹芝(282m);浜松町(347m);モノレール浜松町(378m);大門(504m);日の出(807m);汐留(844m);御成門(982m);芝公園(1037m);築地市場(1095m);新橋(1096m);三田(1405m);勝どき(1505m);赤羽橋(1506m);内幸町(1517m);東銀座(1570m);芝浦ふ頭(1598m);神谷町(1607m);築地(1671m);田町(1679m);虎ノ門ヒルズ(1690m);銀座(1788m);虎ノ門(1808m);新富町(1956m),ゆりかもめ 東京臨海新交通臨海線;東日本旅客鉄道 東海道線;東京モノレール 東京モノレール羽田空港線;東京都 1号線浅草線;東京都 12号線大江戸線;東京都 6号線三田線;東京地下鉄 3号線銀座線;東京地下鉄 2号線日比谷線;東京地下鉄 4号線丸ノ内線;東京地下鉄 8号線有楽町線
401620,大田桜台,大田区,35.592133,139.70343,西馬込,597,東京都 1号線浅草線,算出,西馬込(597m);馬込(894m);長原(1226m);荏原町(1351m);洗足池(1408m);旗の台(1436m);中延(1718m);石川台(1740m);北千束(1822m);西大井(1964m),東京都 1号線浅草線;東急電鉄 池上線;東急電鉄 大井町線;東日本旅客鉄道 東海道線
402010,戸山,新宿区,35.706264,139.712112,西早稲田,329,東京地下鉄 13号線副都心線,算出,西早稲田(329m);面影橋(769m);早稲田(884m);東新宿(897m);早稲田(912m);若松河田(961m);高田馬場(1029m);学習院下(1055m);新大久保(1224m);牛込柳町(1402m);大久保(1465m);西武新宿(1566m);雑司が谷(1567m);鬼子母神前(1615m);目白(1657m);曙橋(1815m);新宿三丁目(1835m);下落合(1846m);新宿西口(1868m);新宿御苑前(1975m);護国寺(1995m),東京地下鉄 13号線副都心線;東京都 荒川線;東京都 12号線大江戸線;東京地下鉄 5号線東西線;西武鉄道 新宿線;東日本旅客鉄道 山手線;東日本旅客鉄道 中央線;東京都 10号線新宿線;東京地下鉄 4号線丸ノ内線;東京地下鉄 8号線有楽町線
402030,駒場,目黒区,35.655499,139.685806,駒場東大前,386,京王電鉄 井の頭線,算出,駒場東大前(386m);池尻大橋(542m);神泉(698m);池ノ上(1240m);渋谷(1483m);代々木公園(1554m);代々木上原(1591m);東北沢(1598m);代々木八幡(1608m);中目黒(1728m);代官山(1790m);下北沢(1830m);三軒茶屋(1926m),京王電鉄 井の頭線;東急電鉄 田園都市線;東急電鉄 東横線;東京地下鉄 3号線銀座線;東京地下鉄 11号線半蔵門線;東日本旅客鉄道 山手線;東京地下鉄 13号線副都心線;東京地下鉄 9号線千代田線;小田急電鉄 小田原線;東京地下鉄 2号線日比谷線;東急電鉄 世田谷線
402040,目黒,目黒区,35.636772,139.695312,祐天寺,415,東急電鉄 東横線,算出,祐天寺(415m);中目黒(887m);学芸大学(1273m);代官山(1475m);恵比寿(1688m);池尻大橋(1822m);目黒(1895m);武蔵小山(1989m),東急電鉄 東横線;東京地下鉄 2号線日比谷線;東日本旅客鉄道 山手線;東急電鉄 田園都市線;東急電鉄 目黒線;東京都 6号線三田線;東京地下鉄 7号線南北線
402060,新宿,新宿区,35.688934,139.705597,新宿三丁目,209,東京地下鉄 4号線丸ノ内線;東京都 10号線新宿線;東京地下鉄 13号線副都心線,算出,新宿三丁目(209m);新宿御苑前(482m);新宿(521m);代々木(659m);新宿西口(747m);南新宿(858m);西武新宿(943m);千駄ヶ谷(1009m);東新宿(1137m);都庁前(1186m);北参道(1189m);四谷三丁目(1246m);国立競技場(1300m);西新宿(1331m);新大久保(1418m);大久保(1495m);参宮橋(1580m);曙橋(1580m);若松河田(1608m);信濃町(1735m);初台(1774m);西新宿五丁目(1893m);原宿(1976m),東京地下鉄 4号線丸ノ内線;東京都 10号線新宿線;東京地下鉄 13号線副都心線;京王電鉄 京王線;小田急電鉄 小田原線;東京都 12号線大江戸線;東日本旅客鉄道 山手線;東日本旅客鉄道 中央線;西武鉄道 新宿線
402070,青山,渋谷区,35.672836,139.716476,外苑前,300,東京地下鉄 3号線銀座線,算出,外苑前(300m);青山一丁目(685m);国立競技場(801m);信濃町(902m);表参道(928m);千駄ヶ谷(1036m);乃木坂(1121m);北参道(1148m);明治神宮前(1174m);原宿(1255m);四谷三丁目(1688m);六本木(1693m);代々木(1788m);赤坂(1805m);新宿御苑前(1815m);四ツ谷(1854m);赤坂見附(1939m),東京地下鉄 3号線銀座線;東京地下鉄 11号線半蔵門線;東京都 12号線大江戸線;東日本旅客鉄道 中央線;東京地下鉄 9号線千代田線;東京地下鉄 13号線副都心線;東日本旅客鉄道 山手線;東京地下鉄 4号線丸ノ内線;東京地下鉄 2号線日比谷線;東京地下鉄 7号線南北線
402080,広尾,渋谷区,35.652679,139.712067,恵比寿,699,東京地下鉄 2号線日比谷線;東日本旅客鉄道 山手線,算出,恵比寿(699m);代官山(918m);広尾(920m);渋谷(1173m);表参道(1402m);中目黒(1517m);神泉(1772m);明治神宮前(1907m),東京地下鉄 2号線日比谷線;東日本旅客鉄道 山手線;東急電鉄 東横線;京王電鉄 井の頭線;東急電鉄 田園都市線;東京地下鉄 3号線銀座線;東京地下鉄 11号線半蔵門線;東京地下鉄 13号線副都心線;東京地下鉄 9号線千代田線
402210,松原,世田谷区,35.664101,139.635468,桜上水,534,京王電鉄 京王線,算出,桜上水(534m);下高井戸(609m);松原(725m);上北沢(1210m);経堂(1430m);明大前(1449m);山下(1477m);永福町(1497m);豪徳寺(1556m);西永福(1643m);東松原(1840m);梅ヶ丘(1864m),京王電鉄 京王線;東急電鉄 世田谷線;小田急電鉄 小田原線;京王電鉄 井の頭線
402220,桜町,世田谷区,35.626293,139.640961,用賀,608,東急電鉄 田園都市線,算出,用賀(608m);桜新町(721m);上野毛(1601m);駒沢大学(1957m);上町(1986m),東急電鉄 田園都市線;東急電鉄 大井町線;東急電鉄 世田谷線
402250,千歳丘,世田谷区,35.652679,139.624573,千歳船橋,556,小田急電鉄 小田原線,算出,千歳船橋(556m);経堂(1140m);祖師ヶ谷大蔵(1697m);松原(1774m);桜上水(1776m);上北沢(1801m);宮の坂(1925m);山下(1983m),小田急電鉄 小田原線;東急電鉄 世田谷線;京王電鉄 京王線
402270,深沢,世田谷区,35.623077,139.647675,桜新町,981,東急電鉄 田園都市線,算出,桜新町(981m);用賀(1275m);上野毛(1465m);駒沢大学(1634m);等々力(1636m);尾山台(1887m),東急電鉄 田園都市線;東急電鉄 大井町線
402410,世田谷泉,世田谷区,35.67168,139.5914,千歳烏山,917,京王電鉄 京王線,算出,千歳烏山(917m);仙川(1176m);芦花公園(1541m);久我山(1965m),京王電鉄 京王線;京王電鉄 井の頭線
402420,世田谷総合,世田谷区,35.618992,139.619415,二子玉川,1049,東急電鉄 大井町線;東急電鉄 田園都市線,算出,二子玉川(1049m);二子新地(1336m);用賀(1584m);高津(1734m);上野毛(1927m),東急電鉄 大井町線;東急電鉄 田園都市線
402520,新宿山吹,新宿区,35.706856,139.728226,早稲田,560,東京地下鉄 5号線東西線,算出,早稲田(560m);江戸川橋(598m);神楽坂(658m);牛込柳町(867m);牛込神楽坂(967m);早稲田(999m);若松河田(1246m);護国寺(1372m);茗荷谷(1391m);面影橋(1394m);飯田橋(1594m);曙橋(1694m);西早稲田(1726m);学習院下(1744m);市ヶ谷(1805m);雑司が谷(1921m);鬼子母神前(1929m),東京地下鉄 5号線東西線;東京地下鉄 8号線有楽町線;東京都 12号線大江戸線;東京都 荒川線;東京地下鉄 4号線丸ノ内線;東京地下鉄 7号線南北線;東日本旅客鉄道 中央線;東京都 10号線新宿線;東京地下鉄 13号線副都心線
402530,芦花,世田谷区,35.658768,139.606445,千歳烏山,1148,京王電鉄 京王線,算出,千歳烏山(1148m);芦花公園(1322m);八幡山(1452m);祖師ヶ谷大蔵(1750m);上北沢(1899m);仙川(1959m),京王電鉄 京王線;小田急電鉄 小田原線
402620,第一商業,渋谷区,35.651318,139.698914,代官山,536,東急電鉄 東横線,算出,代官山(536m);中目黒(793m);神泉(829m);渋谷(887m);恵比寿(1068m);池尻大橋(1285m);駒場東大前(1570m);祐天寺(1738m);表参道(1957m);明治神宮前(1998m),東急電鉄 東横線;東京地下鉄 2号線日比谷線;京王電鉄 井の頭線;東急電鉄 田園都市線;東京地下鉄 3号線銀座線;東京地下鉄 11号線半蔵門線;東日本旅客鉄道 山手線;東京地下鉄 13号線副都心線;東京地下鉄 9号線千代田線
402750,総合工科,世田谷区,35.651669,139.59549,成城学園前,1323,小田急電鉄 小田原線,算出,成城学園前(1323m);仙川(1509m);祖師ヶ谷大蔵(1595m);千歳烏山(1851m);喜多見(1864m);つつじヶ丘(1965m),小田急電鉄 小田原線;京王電鉄 京王線
402810,園芸,世田谷区,35.618172,139.647919,上野毛,1066,東急電鉄 大井町線,算出,上野毛(1066m);等々力(1090m);尾山台(1369m);桜新町(1522m);用賀(1550m);九品仏(1851m),東急電鉄 大井町線;東急電鉄 田園都市線
402930,国際,目黒区,35.659485,139.679214,駒場東大前,448,京王電鉄 井の頭線,算出,駒場東大前(448m);池ノ上(530m);東北沢(866m);代々木上原(1047m);池尻大橋(1095m);下北沢(1130m);神泉(1294m);代々木公園(1427m);代々木八幡(1443m);世田谷代田(1596m);新代田(1645m);笹塚(1915m);幡ヶ谷(1926m);三軒茶屋(1934m),京王電鉄 井の頭線;小田急電鉄 小田原線;東京地下鉄 9号線千代田線;東急電鉄 田園都市線;京王電鉄 京王線;東急電鉄 世田谷線
402940,総合芸術,新宿区,35.692692,139.714996,新宿御苑前,592,東京地下鉄 4号線丸ノ内線,算出,新宿御苑前(592m);四谷三丁目(667m);曙橋(686m);若松河田(775m);新宿三丁目(918m);東新宿(957m);牛込柳町(1189m);千駄ヶ谷(1317m);新宿(1398m);西武新宿(1401m);国立競技場(1423m);新宿西口(1431m);信濃町(1528m);代々木(1537m);早稲田(1584m);四ツ谷(1590m);新大久保(1616m);西早稲田(1781m);南新宿(1784m);大久保(1814m);北参道(1816m);市ヶ谷(1947m),東京地下鉄 4号線丸ノ内線;東京都 10号線新宿線;東京都 12号線大江戸線;東京地下鉄 13号線副都心線;東日本旅客鉄道 中央線;京王電鉄 京王線;小田急電鉄 小田原線;東日本旅客鉄道 山手線;西武鉄道 新宿線;東京地下鉄 5号線東西線;東京地下鉄 7号線南北線;東京地下鉄 8号線有楽町線
403010,鷺宮,中野区,35.720528,139.644165,都立家政,217,西武鉄道 新宿線,算出,都立家政(217m);鷺ノ宮(454m);野方(849m);高円寺(1763m);下井草(1793m);沼袋(1873m);阿佐ヶ谷(1880m);中村橋(1903m),西武鉄道 新宿線;東日本旅客鉄道 中央線;西武鉄道 池袋線
403020,富士,中野区,35.689938,139.66774,中野富士見町,105,東京地下鉄 4号線丸ノ内線分岐線,算出,中野富士見町(105m);中野新橋(599m);新中野(853m);方南町(1138m);東高円寺(1235m);西新宿五丁目(1529m);中野坂上(1564m);幡ヶ谷(1720m);中野(1767m);笹塚(1811m);新高円寺(1947m),東京地下鉄 4号線丸ノ内線分岐線;東京地下鉄 4号線丸ノ内線;東京都 12号線大江戸線;京王電鉄 京王線;東京地下鉄 5号線東西線;東日本旅客鉄道 中央線
403030,武蔵丘,中野区,35.728615,139.631226,下井草,788,西武鉄道 新宿線,算出,下井草(788m);富士見台(815m);鷺ノ宮(1025m);中村橋(1044m);都立家政(1468m);井荻(1482m);練馬高野台(1862m),西武鉄道 新宿線;西武鉄道 池袋線
403040,荻窪,杉並区,35.701931,139.620224,荻窪,264,東京地下鉄 4号線丸ノ内線;東日本旅客鉄道 中央線,算出,荻窪(264m);南阿佐ヶ谷(1413m);阿佐ヶ谷(1485m);西荻窪(1864m),東京地下鉄 4号線丸ノ内線;東日本旅客鉄道 中央線
403050,西,杉並区,35.692612,139.605392,久我山,740,京王電鉄 井の頭線,算出,久我山(740m);富士見ヶ丘(884m);西荻窪(1346m);高井戸(1368m);三鷹台(1455m);荻窪(1852m),京王電鉄 井の頭線;東日本旅客鉄道 中央線;東京地下鉄 4号線丸ノ内線
403060,豊多摩,杉並区,35.687115,139.628052,浜田山,618,京王電鉄 井の頭線,算出,浜田山(618m);西永福(1119m);高井戸(1235m);南阿佐ヶ谷(1531m);永福町(1792m);富士見ヶ丘(1898m),京王電鉄 井の頭線;東京地下鉄 4号線丸ノ内線
403070,杉並,杉並区,35.697006,139.632126,南阿佐ヶ谷,414,東京地下鉄 4号線丸ノ内線,算出,南阿佐ヶ谷(414m);阿佐ヶ谷(952m);荻窪(1363m);新高円寺(1483m);浜田山(1764m);高円寺(1838m),東京地下鉄 4号線丸ノ内線;東日本旅客鉄道 中央線;京王電鉄 井の頭線
403210,石神井,練馬区,35.730549,139.572098,武蔵関,505,西武鉄道 新宿線,算出,武蔵関(505m);東伏見(795m);西武柳沢(1791m);上石神井(1886m);保谷(2000m),西武鉄道 新宿線;西武鉄道 池袋線
